,county,product,quantity
8533,York,linen trousers,866038
8534,Isle of Anglesey,pokemon gold,866016
8535,Armagh,organic soured cream,865987
8536,Rushcliffe,brenton t-shirt,865974
8537,East Dunbartonshire,skimmed milk,865953
8538,Rushcliffe,dyson vacuum cleaner,865949
8539,Glasgow City,pink blazers,865909
8540,Sevenoaks,Blueberry yoghurt,865907
8541,Lancashire,red velvet cake,865900
8542,East Dunbartonshire,silk scarf,865880
8543,Selby,British carrots loose,865856
8544,Stockton-on-Tees,21 day mature sirlion steak,865835
8545,Bargoed,dyson washing machine,865777
8546,East Dunbartonshire,pink blazers,865751
8547,West Oxfordshire,diced chicken breast,865742
8548,Hackney,halo combat evolved,865730
8549,Stockton-on-Tees,british parsnips loose,865721
8550,Rushcliffe,pink blazers,865712
8551,Lancashire,dell inspiron laptop,865709
8552,Worcestershire,fresh whole turkey,865698
8553,Bargoed,bosch washing machine,865696
8554,York,corned beef,865676
8555,Lincolnshire,gaming mouse,865661
8556,Shepway,grey cardigan,865654
8557,Lancashire,skimmed milk,865635
8558,Stockton-on-Tees,jam doughnut,865630
8559,Lancashire,Spring onions bunch,865624
8560,Darlington,plastic sunshades,865616
8561,Selby,british parsnips loose,865594
8562,Colchester,vanilla yoghurt,865547
8563,Lancashire,dyson vacuum cleaner,865507
8564,Glasgow City,cheese cake,865498
8565,East Hertfordshire,British carrots loose,865481
8566,Darlington,almond croisant,865480
8567,Ballymoney,corn,865477
8568,Uttlesford,almond croisant,865446
8569,Newark and Sherwood,gameboy color,865445
8570,Lancashire,oxford shoes,865441
8571,Rugby,Onions Loose,865433
8572,Selby,aubergine,865420
8573,Shepway,Spring onions bunch,865415
8574,Rushcliffe,british fresh chicken thigh fillets,865402
8575,Selby,brenton jumper,865394
8576,Darlington,dual shock controller,865375
8577,Stockton-on-Tees,Fairtrade Bananas Loose,865364
8578,York,mature cheddar cheese,865359
8579,Worcestershire,Organic mILK,865358
8580,Glasgow City,vanilla yoghurt,865342
8581,Bedfordshire,gaming mouse,865341
8582,Glasgow City,Onions Loose,865296
8583,Ballymoney,x-box 360,865286
8584,East Dunbartonshire,plastic sunshades,865281
8585,Lancashire,classic bowtie,865278
8586,York,god of war 2,865270
8587,Rugby,large king prawns,865254
8588,Newark and Sherwood,red velvet cake,865246
8589,Bargoed,wellington boots,865244
8590,Lincolnshire,minecraft game - xbox,865199
8591,Rushcliffe,sea bass fillets,865196
8592,Uttlesford,wristwatch,865158
8593,Newark and Sherwood,fresh turkey steak,865112
8594,Lancashire,organic soured cream,865111
8595,Worcestershire,bosch washing machine,865087
8596,Glasgow City,pain au raisins,865057
8597,Stockton-on-Tees,olive oil spread,865047
8598,Hackney,Brocolli loose,865034
8599,Selby,courgette loose,865028
8600,Reigate and Banstead,Soy Milk,864970
8601,Shepway,oxford shirt,864926
8602,Lancashire,rice,864925
8603,Isle of Anglesey,free range large eggs x12,864918
8604,Reigate and Banstead,chicken sausages,864910
8605,Glasgow City,croisant ,864882
8606,Lancashire,grey cardigan,864874
8607,Glasgow City,shortbread,864871
8608,Lincolnshire,21 day mature sirlion steak,864864
8609,Stockton-on-Tees,fresh whole turkey,864860
8610,Ballymoney,gameboy color,864856
8611,Newark and Sherwood,chocolate twist,864850
8612,Bargoed,wristwatch,864826
8613,Reigate and Banstead,denim jacket,864824
8614,Reigate and Banstead,Spring onions bunch,864822
8615,Bargoed,pokemon red,864820
8616,Bedfordshire,gameboy color,864802
8617,Lancashire,brenton t-shirt,864799
8618,Uttlesford,dyson tower fan,864795
8619,Newark and Sherwood,vernison sausages,864789
8620,Rugby,Spring onions bunch,864774
8621,Colchester,pain au raisins,864756
8622,Ballymoney,Slightly salted butter,864747
8623,York,olive oil spread,864727
8624,Isle of Anglesey,lg washing machine,864705
8625,Glasgow City,gameboy advance,864689
8626,East Dunbartonshire,gameboy color,864689
8627,York,fine beans,864662
8628,Selby,Organic Kefir,864607
8629,Lincolnshire,denim jacket,864600
8630,Hackney,diced vernison,864595
8631,Uttlesford,aubergine,864557
8632,Bargoed,unsalted butter,864550
8633,Glasgow City,lg washing machine,864537
8634,West Oxfordshire,almond croisant,864527
8635,Rushcliffe,beef sausages,864522
8636,Shepway,samsung washing machine,864495
8637,Lancashire,chocolate twist,864485
8638,Sevenoaks,denim jeams,864460
8639,East Dunbartonshire,Onions Loose,864454
8640,East Dunbartonshire,blue stilton cheese,864444
8641,Lincolnshire,chocolate fudge cake,864422
8642,Shepway,vernison sausages,864422
8643,Ballymoney,olive oil spread,864418
8644,York,Onions Loose,864404
8645,Lincolnshire,pain au raisins,864390
8646,Armagh,diced vernison,864388
8647,Newark and Sherwood,skimmed milk,864357
8648,Darlington,oxford shirt,864342
8649,West Oxfordshire,croisant ,864332
8650,Rugby,hotpoint washing machine,864315
8651,Armagh,Blueberry yoghurt,864310
8652,Colchester,cod fillets,864306
8653,East Dunbartonshire,olive oil spread,864305
8654,Stockton-on-Tees,hotpoint washing machine,864250
8655,Stockton-on-Tees,rice,864219
8656,Shepway,hp dv 2000 laptop,864212
8657,West Oxfordshire,corn,864206
8658,Rushcliffe,British baking potatoes loose,864191
8659,Worcestershire,british fresh turkey mince,864190
8660,West Oxfordshire,pain au raisins,864185
8661,Sevenoaks,hp dv 3000 laptop,864177
8662,Colchester,beef sausages,864154
8663,Rushcliffe,organic raspberry yoghurt,864149
8664,Colchester,corn,864147
8665,West Oxfordshire,dual shock controller,864139
8666,Rugby,silk tie,864133
8667,Selby,celery,864129
8668,Bedfordshire,beef sausages,864120
8669,Shepway,Organic Kefir,864116
8670,Worcestershire,red velvet cake,864104
8671,Worcestershire,chocolate fudge cake,864088
8672,West Oxfordshire,pokemon yellow,864083
8673,Reigate and Banstead,semi skimmed milk,864061
8674,Bargoed,lg washing machine,864048
8675,East Hertfordshire,raspberries,864029
8676,East Hertfordshire,garlic,864026
8677,Hackney,jam doughnut,863986
8678,Selby,corned beef,863977
8679,York,Brocolli loose,863975
8680,Rushcliffe,gaming mouse,863972
8681,Worcestershire,british bramley cooking apples,863962
8682,Lincolnshire,gaming keyboard,863960
8683,Isle of Anglesey,linen shirt,863948
8684,Lincolnshire,samsung washing machine,863944
8685,Reigate and Banstead,mature cheddar cheese,863943
8686,Darlington,linen trousers,863939
8687,Rushcliffe,apple macbook pro mid 2009,863923
8688,York,easy peeler loose,863917
8689,Bargoed,skimmed milk,863900
8690,Stockton-on-Tees,dyson vacuum cleaner,863893
8691,Bargoed,hp dv 2000 laptop,863890
8692,East Dunbartonshire,Fairtrade Bananas Loose,863886
8693,Selby,free range large eggs x12,863872
8694,West Oxfordshire,goat cheese,863860
8695,Rushcliffe,beans,863854
8696,Rushcliffe,samsung washing machine,863846
8697,Newark and Sherwood,organic raspberry yoghurt,863846
8698,York,diced vernison,863843
8699,West Oxfordshire,Brocolli loose,863820
8700,Reigate and Banstead,red velvet cake,863818
8701,Worcestershire,chicken sausages,863817
8702,Hackney,Oats Milk,863805
8703,York,chocolate twist,863805
8704,Lincolnshire,british fresh turkey mince,863804
8705,Glasgow City,white shirt,863789
8706,Worcestershire,halo combat evolved,863786
8707,Worcestershire,gaming mouse,863783
8708,Ballymoney,free range large eggs x12,863782
8709,Colchester,gaming keyboard,863751
8710,Sevenoaks,sea bass fillets,863737
8711,Shepway,corned beef,863724
8712,Stockton-on-Tees,fine beans,863712
8713,Sevenoaks,beans,863706
8714,Hackney,play station 3,863698
8715,Reigate and Banstead,hp dv 3000 laptop,863686
8716,Glasgow City,gameboy color,863683
8717,Worcestershire,plastic sunshades,863671
8718,York,samsung washing machine,863659
8719,York,dyson vacuum cleaner,863636
8720,Newark and Sherwood,salmon fillets,863634
8721,Darlington,pokemon blue,863611
8722,Uttlesford,dyson vacuum cleaner,863610
8723,Worcestershire,white shirt,863608
8724,Darlington,Fairtrade Bananas Loose,863598
8725,Glasgow City,x-box 360,863590
8726,Selby,vanilla yoghurt,863586
8727,Stockton-on-Tees,apple macbook air mid 2009,863582
8728,Worcestershire,pokemon blue,863577
8729,York,Mixed pepper,863570
8730,Darlington,grey cardigan,863562
8731,Bargoed,jam doughnut,863562
8732,Colchester,organic soured cream,863553
8733,Lincolnshire,croisant ,863537
8734,Newark and Sherwood,pain au raisins,863534
8735,West Oxfordshire,play station 3,863516
8736,Ballymoney,croisant ,863460
8737,Lancashire,pain au chocolate,863423
8738,Reigate and Banstead,pain au raisins,863421
8739,Reigate and Banstead,21 day mature sirlion steak,863414
8740,Bedfordshire,british bramley cooking apples,863410
8741,Lancashire,21 day mature sirlion steak,863409
8742,Ballymoney,oxford shirt,863405
8743,Reigate and Banstead,macaron - x3,863402
8744,Worcestershire,goat cheese,863378
8745,East Hertfordshire,Brocolli loose,863370
8746,Bedfordshire,dyson tower fan,863365
8747,Bedfordshire,white shirt,863364
8748,Sevenoaks,Brocolli loose,863347
8749,Selby,chocolate twist,863327
8750,Newark and Sherwood,plastic sunshades,863325
8751,Isle of Anglesey,21 day mature ribeye steak,863307
8752,Armagh,brenton t-shirt,863305
8753,Shepway,apple macbook air mid 2009,863304
8754,Glasgow City,vernison sausages,863297
8755,Rushcliffe,Oats Milk,863287
8756,Bargoed,british fresh chicken thigh fillets,863286
8757,Hackney,easy peeler loose,863283
8758,Rugby,oxford shirt,863264
8759,Darlington,Plain Greek yoghurt,863230
8760,Ballymoney,grey blazers,863229
8761,Glasgow City,mild cheddar cheese,863215
8762,Ballymoney,minecraft game - xbox,863178
8763,Isle of Anglesey,beans,863175
8764,East Hertfordshire,fresh turkey steak,863160
8765,Lancashire,hotpoint washing machine,863158
8766,Lancashire,goat cheese,863158
8767,York,baby potatoes,863154
8768,Ballymoney,Plain Greek yoghurt,863153
8769,Hackney,almond croisant,863144
8770,East Hertfordshire,chocolate twist,863137
8771,Selby,wellington boots,863136
8772,Newark and Sherwood,celery,863130
8773,Lincolnshire,halo combat evolved,863120
8774,Bedfordshire,pokemon yellow,863107
8775,Colchester,celery,863095
8776,Selby,white shirt,863086
8777,Uttlesford,plastic sunshades,863084
8778,West Oxfordshire,plastic sunshades,863081
8779,Isle of Anglesey,dell inspiron laptop,863079
8780,West Oxfordshire,red velvet cake,863074
8781,Shepway,red velvet cake,863021
8782,Lincolnshire,beef mince,863019
8783,Newark and Sherwood,oxford shirt,863014
8784,Lincolnshire,pokemon yellow,863007
8785,Lancashire,x-box 360,863002
8786,West Oxfordshire,wristwatch,862998
8787,Shepway,british bramley cooking apples,862998
8788,Stockton-on-Tees,halo combat evolved,862994
8789,Bargoed,beef sausages,862990
8790,Bedfordshire,21 day mature rump steak,862977
8791,Colchester,21 day mature sirlion steak,862974
8792,Bedfordshire,sea bass fillets,862966
8793,Uttlesford,large king prawns,862965
8794,Selby,linen trousers,862963
8795,East Dunbartonshire,cheese cake,862922
8796,Lincolnshire,mild cheddar cheese,862917
8797,East Dunbartonshire,oxford shirt,862896
8798,Uttlesford,pain au chocolate,862886
8799,West Oxfordshire,pink blazers,862874
8800,Darlington,shortbread,862874
8801,Shepway,almond croisant,862871
8802,Shepway,denim jeams,862863
8803,Shepway,free range large eggs x12,862857
8804,Armagh,mild cheddar cheese,862855
8805,East Dunbartonshire,garlic,862849
8806,Shepway,brenton jumper,862828
8807,West Oxfordshire,baby potatoes,862807
8808,Rushcliffe,chocolate twist,862782
8809,Ballymoney,salmon fillets,862764
8810,York,british fresh chicken brest fillets,862761
8811,Bargoed,millionaire square,862760
8812,Reigate and Banstead,mild cheddar cheese,862710
8813,Shepway,plastic sunshades,862702
8814,Glasgow City,apple macbook air mid 2009,862685
8815,Rushcliffe,bosch washing machine,862671
8816,Rushcliffe,british fresh turkey mince,862667
8817,Lincolnshire,scottish salmon,862649
8818,Uttlesford,vanilla yoghurt,862648
8819,Reigate and Banstead,hp envy laptop,862647
8820,Glasgow City,celery,862632
8821,Stockton-on-Tees,Organic Kefir,862632
8822,Worcestershire,Red pepper,862607
8823,Rugby,Organic Kefir,862599
8824,Glasgow City,plastic sunshades,862593
8825,Worcestershire,Blueberry yoghurt,862592
8826,Selby,custard doughnut,862587
8827,York,Oats Milk,862585
8828,Newark and Sherwood,flapjack,862584
8829,Selby,red velvet cake,862564
8830,Bedfordshire,pokemon gold,862521
8831,Rushcliffe,grey blazers,862478
8832,Lancashire,cod fillets,862476
8833,Worcestershire,semi skimmed milk,862442
8834,East Dunbartonshire,british fresh chicken thigh fillets,862441
8835,Colchester,halo combat evolved,862440
8836,York,dual shock controller,862411
8837,Lancashire,hp dv 2000 laptop,862401
8838,Colchester,Onions Loose,862388
8839,East Hertfordshire,corn,862370
8840,Isle of Anglesey,hp envy laptop,862369
8841,Rushcliffe,Blueberry yoghurt,862355
8842,York,denim jacket,862349
8843,Colchester,Organic mILK,862343
8844,Armagh,hp envy laptop,862340
8845,Sevenoaks,cheese cake,862330
8846,Bargoed,easy peeler loose,862324
8847,Darlington,linen shirt,862322
8848,East Dunbartonshire,halo combat evolved,862319
8849,Darlington,pain au chocolate,862294
8850,Stockton-on-Tees,fresh turkey steak,862288
8851,Selby,cheese cake,862277
8852,Bargoed,21 day mature sirlion steak,862256
8853,Ballymoney,fresh turkey steak,862253
8854,Selby,flapjack,862236
8855,Rugby,Plain Greek yoghurt,862236
8856,Sevenoaks,x-box 360,862234
8857,Lincolnshire,lg washing machine,862233
8858,Bargoed,god of war 2,862230
8859,Sevenoaks,corned beef,862202
8860,Reigate and Banstead,classic bowtie,862202
8861,York,salmon fillets,862194
8862,Bedfordshire,red velvet cake,862185
8863,Sevenoaks,mature cheddar cheese,862149
8864,Armagh,cod fillets,862136
8865,Colchester,flapjack,862112
8866,Lancashire,fresh turkey steak,862109
8867,Reigate and Banstead,hp dv 2000 laptop,862082
8868,Selby,dell inspiron laptop,862064
8869,Shepway,Almond milk,862063
8870,Ballymoney,sea bass fillets,862034
8871,Rugby,dyson vacuum cleaner,862032
8872,Lincolnshire,denim jeams,862003
8873,East Dunbartonshire,diced chicken breast,862002
8874,Shepway,Blueberry yoghurt,861994
8875,Newark and Sherwood,silk scarf,861972
8876,Lancashire,vanilla yoghurt,861970
8877,Lancashire,Onions Loose,861965
8878,Lincolnshire,corn,861932
8879,Bargoed,grey cardigan,861930
8880,Glasgow City,british bramley cooking apples,861925
8881,Uttlesford,pokemon gold,861914
8882,Reigate and Banstead,silk tie,861889
8883,Ballymoney,hp envy laptop,861882
8884,Worcestershire,baby potatoes,861881
8885,Colchester,Soy Milk,861875
8886,East Dunbartonshire,beef sausages,861856
8887,Ballymoney,grey cardigan,861841
8888,Ballymoney,jam doughnut,861833
8889,Stockton-on-Tees,hp dv 2000 laptop,861819
8890,Sevenoaks,oxford shoes,861815
8891,Lancashire,wellington boots,861814
8892,Colchester,denim jacket,861808
8893,Bargoed,macaron - x3,861806
8894,Glasgow City,pokemon red,861756
8895,Darlington,lg washing machine,861727
8896,Reigate and Banstead,diced chicken breast,861715
8897,Sevenoaks,dyson washing machine,861705
8898,East Dunbartonshire,Spring onions bunch,861701
8899,Isle of Anglesey,mild cheddar cheese,861690
8900,Darlington,hp dv 3000 laptop,861690
8901,Selby,dyson washing machine,861670
8902,Colchester,pokemon yellow,861653
8903,Bargoed,Mixed pepper,861648
8904,Glasgow City,semi skimmed milk,861633
8905,Reigate and Banstead,easy peeler loose,861617
8906,Selby,x-box 360,861587
8907,Reigate and Banstead,croisant ,861556
8908,West Oxfordshire,large king prawns,861544
8909,Lincolnshire,oxford shirt,861510
8910,Selby,Blueberry yoghurt,861491
8911,York,diced chicken breast,861471
8912,Darlington,British baking potatoes loose,861467
8913,East Dunbartonshire,Soy Milk,861466
8914,Reigate and Banstead,almond croisant,861423
8915,Shepway,21 day mature sirlion steak,861422
8916,Bargoed,pokemon yellow,861421
8917,Selby,Plain Greek yoghurt,861407
8918,Bedfordshire,british parsnips loose,861405
8919,Sevenoaks,minecraft game - xbox,861403
8920,York,minecraft game - xbox,861400
8921,Ballymoney,easy peeler loose,861394
8922,West Oxfordshire,Organic mILK,861371
8923,Selby,21 day mature sirlion steak,861351
8924,Worcestershire,21 day mature rump steak,861348
8925,Sevenoaks,pain au raisins,861333
8926,Selby,gaming keyboard,861323
8927,Darlington,british fresh chicken brest fillets,861321
8928,Darlington,wellington boots,861320
8929,Darlington,british bramley cooking apples,861313
8930,Colchester,21 day mature rump steak,861311
8931,York,oxford shirt,861286
8932,Ballymoney,fine beans,861272
8933,Lincolnshire,garlic,861267
8934,Sevenoaks,unsalted butter,861265
8935,Sevenoaks,large king prawns,861264
8936,Lincolnshire,millionaire square,861255
8937,Hackney,x-box 360,861228
8938,Isle of Anglesey,Plain Greek yoghurt,861223
8939,Worcestershire,corn,861219
8940,Colchester,british fresh turkey mince,861206
8941,Shepway,Fairtrade Bananas Loose,861205
8942,Shepway,diced chicken breast,861189
8943,Isle of Anglesey,shortbread,861175
8944,Ballymoney,Brocolli loose,861166
8945,Rugby,diced chicken breast,861159
8946,Bedfordshire,halo combat evolved,861152
8947,Shepway,flapjack,861145
8948,Reigate and Banstead,pokemon red,861138
8949,West Oxfordshire,british fresh chicken brest fillets,861138
8950,Rugby,mature cheddar cheese,861135
8951,Uttlesford,Organic Kefir,861130
8952,Newark and Sherwood,corned beef,861113
8953,Rushcliffe,diced chicken breast,861109
8954,Darlington,halo combat evolved,861101
8955,Ballymoney,organic soured cream,861096
8956,Colchester,wellington boots,861091
8957,Lancashire,linen shirt,861086
8958,Darlington,minecraft game - xbox,861076
8959,East Dunbartonshire,lg washing machine,861068
8960,East Dunbartonshire,gaming mouse,861055
8961,Colchester,cheese cake,861032
8962,Darlington,diced vernison,861026
8963,Bargoed,pain au raisins,861024
8964,Stockton-on-Tees,british bramley cooking apples,861006
8965,Bedfordshire,dual shock controller,860996
8966,Sevenoaks,Organic Kefir,860995
8967,Stockton-on-Tees,dyson tower fan,860988
8968,East Dunbartonshire,oxford shoes,860984
8969,Darlington,fine beans,860972
8970,Stockton-on-Tees,celery,860970
8971,Glasgow City,dual shock controller,860957
8972,Lancashire,hp dv 3000 laptop,860943
8973,Colchester,gaming mouse,860937
8974,Uttlesford,scottish salmon,860926
8975,Selby,unsalted butter,860917
8976,Shepway,custard doughnut,860903
8977,Bargoed,fresh whole turkey,860903
8978,Ballymoney,god of war 2,860878
8979,West Oxfordshire,grey cardigan,860864
8980,Darlington,dyson vacuum cleaner,860856
8981,Rushcliffe,semi skimmed milk,860855
8982,Shepway,pokemon gold,860832
8983,East Dunbartonshire,dell inspiron laptop,860817
8984,Stockton-on-Tees,chicken sausages,860760
8985,Hackney,pain au chocolate,860760
8986,Selby,21 day mature ribeye steak,860752
8987,Hackney,corned beef,860741
8988,Newark and Sherwood,Blueberry yoghurt,860725
8989,Lancashire,corned beef,860720
8990,Uttlesford,grey blazers,860718
8991,Newark and Sherwood,baby potatoes,860666
8992,Bargoed,Brocolli loose,860665
8993,Worcestershire,corned beef,860650
8994,Hackney,fresh whole turkey,860648
8995,York,british fresh chicken thigh fillets,860641
8996,East Dunbartonshire,Lemon,860635
8997,York,mild cheddar cheese,860618
8998,Colchester,fine beans,860605
8999,West Oxfordshire,hp dv 2000 laptop,860588
9000,Rushcliffe,british fresh chicken brest fillets,860584
9001,Bargoed,silk tie,860578
9002,Uttlesford,dyson washing machine,860552
9003,Rugby,hp dv 3000 laptop,860536
9004,Isle of Anglesey,vanilla yoghurt,860532
9005,Rugby,fresh whole chicken,860511
9006,Hackney,apple macbook air mid 2009,860507
9007,East Dunbartonshire,21 day mature rump steak,860438
9008,Lancashire,god of war 2,860435
9009,York,vernison sausages,860433
9010,Shepway,macaron - x3,860423
9011,Sevenoaks,vanilla yoghurt,860421
9012,Armagh,semi skimmed milk,860398
9013,Rushcliffe,almond croisant,860392
9014,Lancashire,aubergine,860380
9015,Reigate and Banstead,courgette loose,860374
9016,Reigate and Banstead,dell inspiron laptop,860363
9017,York,Sweet potatoes loose,860316
9018,Bargoed,classic bowtie,860314
9019,East Dunbartonshire,British carrots loose,860308
9020,Isle of Anglesey,x-box 360,860297
9021,Stockton-on-Tees,dell inspiron laptop,860283
9022,Colchester,pain au chocolate,860283
9023,Glasgow City,corn,860280
9024,Lincolnshire,dyson tower fan,860265
9025,Glasgow City,british fresh turkey mince,860258
9026,Bargoed,Red pepper,860257
9027,Armagh,british parsnips loose,860240
9028,Uttlesford,lg washing machine,860218
9029,York,British carrots loose,860193
9030,West Oxfordshire,classic bowtie,860183
9031,Colchester,easy peeler loose,860162
9032,Lancashire,gaming keyboard,860134
9033,Rugby,Soy Milk,860133
9034,York,organic soured cream,860131
9035,Sevenoaks,free range large eggs x12,860090
9036,Lincolnshire,British carrots loose,860020
9037,Colchester,bosch washing machine,859999
9038,Lincolnshire,brenton jumper,859994
9039,Worcestershire,celery,859984
9040,Lancashire,silk scarf,859981
9041,West Oxfordshire,samsung washing machine,859933
9042,West Oxfordshire,beans,859929
9043,Newark and Sherwood,sea bass fillets,859927
9044,Worcestershire,linen trousers,859922
9045,East Dunbartonshire,British baking potatoes loose,859880
9046,Shepway,british fresh chicken brest fillets,859870
9047,Rushcliffe,21 day mature rump steak,859855
9048,Lincolnshire,wristwatch,859848
9049,Ballymoney,British baking potatoes loose,859839
9050,Bargoed,aubergine,859835
9051,Worcestershire,fresh whole chicken,859819
9052,Colchester,raspberries,859810
9053,East Hertfordshire,Red pepper,859786
9054,Shepway,corn,859780
9055,Worcestershire,dell inspiron laptop,859758
9056,Isle of Anglesey,croisant ,859754
9057,West Oxfordshire,vanilla yoghurt,859726
9058,Reigate and Banstead,chocolate twist,859687
9059,Ballymoney,wellington boots,859665
9060,Shepway,cod fillets,859619
9061,Stockton-on-Tees,british fresh chicken brest fillets,859608
9062,East Hertfordshire,halo combat evolved,859604
9063,Sevenoaks,corn,859595
9064,Rushcliffe,pokemon blue,859591
9065,Armagh,skimmed milk,859576
9066,Newark and Sherwood,dyson washing machine,859556
9067,Lancashire,21 day mature rump steak,859553
9068,Reigate and Banstead,fine beans,859544
9069,Rushcliffe,beef mince,859538
9070,Lincolnshire,shortbread,859535
9071,Rugby,Almond milk,859514
9072,Shepway,chocolate fudge cake,859505
9073,Armagh,chocolate fudge cake,859486
9074,Newark and Sherwood,Mixed pepper,859484
9075,Lincolnshire,free range large eggs x12,859483
9076,Bargoed,21 day mature rump steak,859477
9077,Bargoed,Lemon,859441
9078,Rugby,samsung washing machine,859420
9079,Lancashire,pokemon red,859393
9080,East Dunbartonshire,macaron - x3,859382
9081,Shepway,pokemon yellow,859381
9082,Uttlesford,Blueberry yoghurt,859357
9083,Rushcliffe,wellington boots,859351
9084,Isle of Anglesey,Lemon,859346
9085,Lincolnshire,grey cardigan,859331
9086,Shepway,gameboy color,859307
9087,Bedfordshire,grey cardigan,859264
9088,West Oxfordshire,free range large eggs x12,859214
9089,Sevenoaks,fresh turkey steak,859211
9090,Lancashire,samsung washing machine,859202
9091,Darlington,pokemon gold,859199
9092,East Dunbartonshire,millionaire square,859191
9093,Worcestershire,samsung washing machine,859185
9094,Uttlesford,Soy Milk,859185
9095,Uttlesford,salmon fillets,859161
9096,Shepway,salmon fillets,859150
9097,Ballymoney,chocolate fudge cake,859112
9098,Bedfordshire,Soy Milk,859105
9099,Sevenoaks,salmon fillets,859103
9100,Hackney,21 day mature rump steak,859092
9101,Worcestershire,denim jacket,859078
9102,Bargoed,chocolate twist,859064
9103,Colchester,Blueberry yoghurt,859023
9104,Darlington,celery,859022
9105,Isle of Anglesey,british bramley cooking apples,859016
9106,West Oxfordshire,pain au chocolate,859011
9107,Colchester,shortbread,859005
9108,Rugby,semi skimmed milk,858984
9109,Worcestershire,garlic,858963
9110,West Oxfordshire,apple macbook pro mid 2009,858914
9111,Colchester,x-box 360,858911
9112,Rugby,diced vernison,858898
9113,Hackney,minecraft game - xbox,858895
9114,East Dunbartonshire,pain au chocolate,858884
9115,Stockton-on-Tees,chocolate fudge cake,858883
9116,Rushcliffe,hotpoint washing machine,858870
9117,Stockton-on-Tees,Slightly salted butter,858862
9118,Armagh,wristwatch,858858
9119,Newark and Sherwood,British baking potatoes loose,858854
9120,West Oxfordshire,dyson tower fan,858815
9121,East Hertfordshire,dyson washing machine,858804
9122,Lincolnshire,silk scarf,858804
9123,Darlington,vernison sausages,858790
9124,Selby,fresh whole chicken,858784
9125,Darlington,hp envy laptop,858783
9126,Rugby,custard doughnut,858782
9127,Hackney,Slightly salted butter,858781
9128,East Dunbartonshire,gameboy advance,858770
9129,Reigate and Banstead,samsung washing machine,858759
9130,Worcestershire,Oats Milk,858719
9131,Ballymoney,goat cheese,858692
9132,Glasgow City,baby potatoes,858684
9133,Lancashire,olive oil spread,858657
9134,Lancashire,british fresh chicken brest fillets,858650
9135,Selby,baby potatoes,858644
9136,Lincolnshire,21 day mature ribeye steak,858595
9137,Glasgow City,Organic Kefir,858587
9138,East Dunbartonshire,god of war 2,858587
9139,East Hertfordshire,mature cheddar cheese,858586
9140,Lancashire,jam doughnut,858586
9141,West Oxfordshire,chicken sausages,858585
9142,Lancashire,diced vernison,858575
9143,Lincolnshire,fine beans,858503
9144,Uttlesford,celery,858469
9145,Darlington,millionaire square,858459
9146,Sevenoaks,diced chicken breast,858439
9147,Colchester,millionaire square,858432
9148,Darlington,skimmed milk,858431
9149,Armagh,beans,858402
9150,Worcestershire,grey blazers,858371
9151,Glasgow City,Mixed pepper,858331
9152,Lancashire,British carrots loose,858328
9153,Armagh,classic bowtie,858312
9154,Darlington,custard doughnut,858265
9155,Rushcliffe,cotton tie,858251
9156,Glasgow City,fresh turkey steak,858246
9157,Lincolnshire,plastic sunshades,858241
9158,Armagh,salmon fillets,858225
9159,East Hertfordshire,flapjack,858222
9160,Darlington,vanilla yoghurt,858218
9161,East Hertfordshire,grey cardigan,858218
9162,Rushcliffe,Spring onions bunch,858194
9163,Darlington,beef mince,858193
9164,Bedfordshire,organic soured cream,858188
9165,Worcestershire,wellington boots,858184
9166,Shepway,Oats Milk,858172
9167,Worcestershire,wristwatch,858164
9168,York,x-box 360,858164
9169,Glasgow City,chocolate fudge cake,858156
9170,Darlington,Organic Kefir,858147
9171,York,raspberries,858145
9172,Colchester,Red pepper,858135
9173,Sevenoaks,god of war 2,858095
9174,Hackney,garlic,858093
9175,Worcestershire,Fairtrade Bananas Loose,858088
9176,York,macaron - x3,858082
9177,Selby,grey cardigan,858077
9178,East Hertfordshire,21 day mature ribeye steak,858072
9179,Worcestershire,unsalted butter,858059
9180,York,cotton tie,858025
9181,Armagh,chicken sausages,858017
9182,Darlington,chocolate twist,858003
9183,Uttlesford,millionaire square,857956
9184,Glasgow City,raspberries,857955
9185,Worcestershire,hotpoint washing machine,857915
9186,Glasgow City,organic raspberry yoghurt,857910
9187,Worcestershire,flapjack,857863
9188,Colchester,Fairtrade Bananas Loose,857843
9189,Ballymoney,british fresh chicken thigh fillets,857842
9190,Colchester,plastic sunshades,857835
9191,Darlington,pain au raisins,857815
9192,Armagh,olive oil spread,857797
9193,Bargoed,corn,857795
9194,Worcestershire,raspberries,857790
9195,Reigate and Banstead,free range large eggs x12,857761
9196,Ballymoney,gameboy advance,857758
9197,Rugby,pokemon yellow,857749
9198,Rushcliffe,British carrots loose,857742
9199,Worcestershire,apple macbook air mid 2009,857738
9200,Darlington,salmon fillets,857731
9201,Rushcliffe,diced vernison,857730
9202,Sevenoaks,british fresh turkey mince,857692
9203,Lincolnshire,salmon fillets,857687
9204,Hackney,fresh turkey steak,857686
9205,East Dunbartonshire,pokemon yellow,857680
9206,Uttlesford,vernison sausages,857670
9207,Rugby,Lemon,857644
9208,Ballymoney,red velvet cake,857641
9209,Lancashire,Fairtrade Bananas Loose,857639
9210,Worcestershire,free range large eggs x12,857611
9211,Selby,beans,857593
9212,Glasgow City,dyson washing machine,857590
